id,price_doc
30577,4111566.9510389073
30578,3014052.148311293
30579,7189613.435955793
30580,4706890.270718097
30581,5140754.128506029
30582,11869148.431970153
30583,7099159.048762588
30584,4501220.283180984
30585,2764838.4340186724
30586,9065036.782906815
30587,5869597.965205314
30588,7390832.606526095
30589,7802495.879074724
30590,11769980.692656245
30591,5144695.75960372
30592,6846244.947981265
30593,7622615.674680138
30594,5963638.62040778
30595,5108544.813050086
30596,6568466.315119104
30597,6231346.172098007
30598,9448689.358904945
30599,9110386.51658824
30600,4799008.365903673
30601,6027448.230645172
30602,2044810.9627481839
30603,12051440.131463591
30604,4659953.953257224
30605,6717479.235326426
30606,18396566.968547445
30607,6153711.548499741
30608,9800526.453986097
30609,5852303.049562268
30610,3013246.533027807
30611,5069678.60423502
30612,7410493.328040877
30613,8848835.817212064
30614,18240067.549679596
30615,7840261.488913605
30616,5201895.285023554
30617,10052251.205901671
30618,4922915.412953278
30619,4272471.483791517
30620,2731145.831775254
30621,8536635.302014612
30622,7566118.851013334
30623,6192807.038497699
30624,6611485.578164063
30625,7711924.8111006515
30626,6156355.683680249
30627,6976773.704219014
30628,6133296.283929212
30629,4876000.624964001
30630,4613572.90853972
30631,6141359.916380541
30632,4235074.936062902
30633,6484435.64193112
30634,10981812.006206963
30635,9566624.405530479
30636,5708196.541026561
30637,9421607.3378014
30638,5906081.201802742
30639,7364425.71483529
30640,4593439.850528099
30641,7523534.175081448
30642,6820925.613100436
30643,8064390.744679041
30644,9440034.00648385
30645,7511814.582282778
30646,5060450.698530683
30647,4790283.242439678
30648,25876168.65780258
30649,2633585.375533808
30650,4836860.141858864
30651,2990729.2623193786
30652,4596102.900043356
30653,7032962.041392908
30654,4572682.3803122025
30655,12208371.078981612
30656,3746804.584789403
30657,5910771.43503585
30658,9566120.936831526
30659,4841595.4659164185
30660,8997589.077546835
30661,6296733.756523797
30662,8647819.116934184
30663,15600658.235302825
30664,10821300.457992833
30665,5843761.60756531
30666,2552647.399057218
30667,4337518.548116567
30668,9752927.544416592
30669,4980049.459261739
30670,2924274.8215674264
30671,6330277.417129076
30672,14576294.643236896
30673,9636384.702559076
30674,11403923.634994663
30675,2199621.3202381926
30676,6616346.964820826
30677,4330838.7555168765
30678,21941845.925155904
30679,5782826.015014336
30680,5131765.764859445
30681,2239963.632025223
30682,9549675.52604617
30683,9500961.912058482
30684,4684467.862714056
30685,7810604.41779099
30686,9461045.822661638
30687,4924634.669483136
30688,4589441.786990803
30689,13895902.884627275
30690,26824487.62421625
30691,4529759.68371411
30692,5967945.386949473
30693,12092069.608199451
30694,5253826.462581959
30695,7680315.33981049
30696,6452782.069391552
30697,11167002.289472505
30698,7550870.249776721
30699,5610665.5716966335
30700,4853358.0459948415
30701,9443998.178904945
30702,6302974.82966494
30703,3813057.734389759
30704,12109356.285848362
30705,8409865.099250933
30706,27446668.631725438
30707,3480120.8703226345
30708,14306764.474183
30709,5540943.193615708
30710,7825980.307629706
30711,4660870.798724296
30712,3868904.918617421
30713,6005143.521517081
30714,6825338.4633396985
30715,3689616.065600925
30716,9510751.11499113
30717,6336834.16132542
30718,8291142.488274047
30719,15432083.806355031
30720,7416543.695817448
30721,3763722.2881095516
30722,7714726.249628184
30723,6374101.998235313
30724,12100958.696493477
30725,6525896.605160203
30726,11179998.885475595
30727,9770240.191872701
30728,11749572.492527533
30729,3367273.0442491127
30730,6008557.822028339
30731,5980207.327700758
30732,4817779.468623467
30733,9776671.995936014
30734,6444857.160667427
30735,5499634.04074637
30736,4884945.7420333475
30737,6196416.395916915
30738,5715279.411821821
30739,4013428.3830187237
30740,7232492.770974006
30741,10991494.079415742
30742,3987376.6571027283
30743,4818335.637975024
30744,9576149.034711711
30745,6552499.836847359
30746,5569944.8978115395
30747,14909491.172280539
30748,16547356.805347947
30749,5007887.448235942
30750,6890153.332480779
30751,3333819.05793071
30752,7140569.153896354
30753,10360445.776331846
30754,5788059.954078067
30755,4165653.7167209424
30756,5641035.84529455
30757,5302251.285405114
30758,9610992.546610914
30759,5695557.195427246
30760,3947938.4909486393
30761,9191960.416976405
30762,6552430.159148514
30763,12707095.55710274
30764,5848762.594773047
30765,5479887.8042507935
30766,3591278.3309644107
30767,9224197.266788078
30768,4241891.177350599
30769,8183964.0243536625
30770,5845103.521264091
30771,2780860.749439845
30772,7756972.177003501
30773,7465539.718279354
30774,5191230.842956262
30775,13559116.310242187
30776,5661602.010558071
30777,5906054.111483075
30778,8284860.583732884
30779,6165796.134388639
30780,7324772.789207557
30781,6407007.687827362
30782,5083676.877619635
30783,5252144.5260836445
30784,3671143.8327795654
30785,4845637.639332723
30786,4127716.897685851
30787,5961332.5957266055
30788,5439493.64919823
30789,6947280.596009428
30790,6294987.402663086
30791,10065352.871258762
30792,6655459.6184121985
30793,10551171.474688629
30794,14287201.961408626
30795,11711622.504247889
30796,10492319.637252431
30797,14993656.150776938
30798,2831215.843177967
30799,9731774.117090687
30800,13296781.64014225
30801,5878473.150759293
30802,17239375.52026254
30803,2752770.201884941
30804,3484160.0434975987
30805,14882353.119061874
30806,6464515.847923199
30807,5916508.328656476
30808,10451276.714417063
30809,4911481.377768449
30810,10561243.883640476
30811,4280181.291489175
30812,5351050.802709704
30813,4998626.098124092
30814,2586225.419289292
30815,4203946.05239027
30816,8054055.585959002
30817,2103645.7003501398
30818,7734892.283893211
30819,7250776.925322914
30820,4958694.323145957
30821,24132654.633675992
30822,8375511.40731219
30823,7877125.148799265
30824,3587628.1462347237
30825,4667297.919163518
30826,10559524.061230628
30827,5398119.8798369225
30828,5290925.43966292
30829,5123552.6127488855
30830,9238250.221534396
30831,5823428.4168795645
30832,5927627.338100469
30833,5105422.274562515
30834,3988911.3625948876
30835,7604822.773820027
30836,6464738.343330711
30837,5102095.780011123
30838,4243320.01104079
30839,5783133.058061453
30840,10630189.121125596
30841,10637601.007562723
30842,6768556.971740363
30843,5187085.571629918
30844,5655272.685460974
30845,9052313.568204734
30846,4216745.446227268
30847,5682062.932496525
30848,8209478.8383142045
30849,4502035.357466821
30850,3902230.2089716354
30851,4854643.122782619
30852,6963930.376679562
30853,3907875.1288586454
30854,6289840.332307283
30855,7976490.6152763255
30856,9581363.938948806
30857,2248900.103767904
30858,4148850.0526579637
30859,5524753.939199261
30860,5676280.046848323
30861,8574956.737961806
30862,6160756.154871326
30863,4911039.6327357255
30864,5572383.368954491
30865,9865792.945094613
30866,6825911.970401224
30867,5229591.045814261
30868,7818906.066366202
30869,5062602.987629751
30870,5895678.089976072
30871,8256491.301068268
30872,4802738.295330266
30873,3760880.302329003
30874,4775846.311434183
30875,6647981.5883558085
30876,4883322.486110138
30877,9446202.20558136
30878,5437748.24697593
30879,9376437.998102717
30880,5955568.993136104
30881,2095912.5507317446
30882,9633856.68024899
30883,3095085.5479187104
30884,5446756.89581831
30885,5589243.405472316
30886,6990508.5409261715
30887,5531757.516546425
30888,4240029.286762543
30889,5064534.4037402235
30890,7033932.055221131
30891,3530010.759454146
30892,3544830.2593929754
30893,4164034.594235165
30894,5267362.175738487
30895,4124568.406198767
30896,6033071.865373415
30897,7366108.438907191
30898,6962366.153765621
30899,5952474.585017381
30900,3214371.6833231496
30901,6120354.2114311205
30902,2168304.3329180568
30903,6880070.588941775
30904,7947426.532697555
30905,5445233.04097382
30906,6743892.829322131
30907,13284135.216571422
30908,4280433.095718779
30909,13130979.837384705
30910,7230744.945078855
30911,4696767.958236338
30912,6185164.256586872
30913,16571308.634847809
30914,6197405.554381299
30915,7589639.302503902
30916,5403750.707410248
30917,8259853.092277719
30918,6495966.040091567
30919,4192524.7391047804
30920,5401295.756398323
30921,3671682.188239117
30922,5717322.85182417
30923,3324910.100240128
30924,5054863.43356945
30925,13520231.594794782
30926,6350063.09767315
30927,7062839.793592601
30928,4549704.260162305
30929,5029006.241155351
30930,9372440.066565674
30931,10983889.245261637
30932,4888752.473487055
30933,4565118.262818581
30934,14297071.33459466
30935,6931049.763482837
30936,6318087.985263217
30937,8800780.981335964
30938,4404699.930089178
30939,8681582.384716438
30940,6574146.981195364
30941,6243090.458184214
30942,3425993.930723167
30943,6971878.615770774
30944,4731664.228627646
30945,3214539.1124391938
30946,14440290.486213256
30947,6477674.055563249
30948,8519125.990760392
30949,5943629.22426671
30950,5303612.994064794
30951,15835557.739056645
30952,7137794.608259523
30953,9803759.872914737
30954,4649328.592889998
30955,6307137.283583039
30956,7389079.68645216
30957,5646107.247399588
30958,26427533.1636704
30959,8096575.68218219
30960,7598603.126421869
30961,8423940.187856913
30962,10542628.766023079
30963,3771156.3094238676
30964,4019095.168028486
30965,6861282.397429887
30966,10920810.546752729
30967,10326720.668727217
30968,3408817.8231337275
30969,3411644.6037674365
30970,6168803.483274812
30971,8624801.501534661
30972,3486899.5965532465
30973,4835883.482933349
30974,4877984.512199963
30975,7195026.24699872
30976,4893442.568882231
30977,6863970.632469707
30978,7166865.135298123
30979,3297796.6891737576
30980,6669624.3696010355
30981,5659008.75632164
30982,6613494.979431488
30983,3788448.3992704176
30984,5445566.557355729
30985,3630757.564869688
30986,9512429.141005328
30987,9473095.597621914
30988,5909181.526108991
30989,7226341.7001841795
30990,12461145.813726665
30991,9198834.448249243
30992,2697586.3193679694
30993,7219409.90724644
30994,4638699.011536886
30995,6561627.601254271
30996,5506414.878891736
30997,7047784.490758346
30998,6760506.944550447
30999,6875857.807540184
31000,7933415.573067166
31001,5916359.114819756
31002,8934697.70850679
31003,9082251.269576278
31004,4100187.263534817
31005,2941699.1131234467
31006,7270561.571258128
31007,4967953.127490152
31008,4695033.851381811
31009,6830177.553605856
31010,5963448.3615027405
31011,4074459.28562075
31012,5598850.997957962
31013,6932213.214866459
31014,13869948.076482218
31015,7085655.21986834
31016,4049607.5529564954
31017,9021216.440909626
31018,5273924.262264041
31019,4433221.054869706
31020,7246072.788902357
31021,11560861.66376915
31022,19704345.834195226
31023,9436325.606262872
31024,4605305.072566893
31025,5861480.314736882
31026,5948948.289239015
31027,4428898.86714349
31028,4790403.315009691
31029,7713759.297873954
31030,6434058.899864839
31031,9970405.698512817
31032,8866268.903027296
31033,7878368.135307187
31034,6880999.398360085
31035,9565541.655329289
31036,6552134.47423655
31037,26859942.770187594
31038,4212629.9392615715
31039,9048924.590955013
31040,5445274.135654945
31041,4261922.4496664405
31042,3295357.6762538897
31043,5690466.619364839
31044,8482644.314075787
31045,7379368.016980521
31046,13894347.926532742
31047,7511721.32373691
31048,5989641.590150593
31049,6335779.110133046
31050,7383985.087416816
31051,6169883.62004374
31052,3710979.5198506312
31053,17305312.90826509
31054,5982403.462204536
31055,5198293.621018255
31056,11927293.493086135
31057,5306101.878111312
31058,6647718.826135316
31059,2787624.510324518
31060,6964245.827391626
31061,6160509.443349175
31062,5952222.175812557
31063,3453019.2344463784
31064,4933755.542785899
31065,9716315.665062405
31066,4255697.357567838
31067,8883722.285529833
31068,4034703.6194305727
31069,4536672.881731508
31070,4619490.973688514
31071,3230215.797448706
31072,8348718.466169123
31073,2096307.5487243687
31074,7297935.397573277
31075,6380345.847636729
31076,6253168.783679082
31077,5492648.389076427
31078,4121448.4821719322
31079,5035389.771714942
31080,6211549.324997295
31081,2781485.1918679466
31082,10374834.831826005
31083,4808528.352536531
31084,8933516.297264328
31085,12286027.423102602
31086,3651991.257484001
31087,4793550.81562163
31088,6887746.251121321
31089,5744088.933252003
31090,32934847.65650422
31091,2929089.3863035375
31092,6896966.53528096
31093,5828537.638123514
31094,5837174.07483466
31095,4802653.196992135
31096,17438135.719941713
31097,11407819.339367714
31098,9076092.461071387
31099,13489156.453913102
31100,5001841.997801781
31101,4175012.046513536
31102,6203937.026569478
31103,10298266.784860354
31104,4988454.2553610355
31105,9265812.484073685
31106,4418962.379462551
31107,8960538.630866878
31108,6751197.03012786
31109,5155654.298721805
31110,8692147.27282549
31111,11226833.549888957
31112,5443242.62817253
31113,3420639.5348320305
31114,4696771.707883635
31115,5113605.422870455
31116,6052106.320747906
31117,5817134.379970616
31118,3696997.4016477466
31119,2882130.6219843244
31120,5399759.402020531
31121,5677344.015825961
31122,5987761.555744451
31123,4836416.239800977
31124,4971300.062769741
31125,11414305.069212612
31126,15747756.829332422
31127,5183729.42701265
31128,5788939.972145855
31129,5215423.624430878
31130,12282573.910601601
31131,6875859.191247836
31132,8415420.806112157
31133,11315465.686994724
31134,5910440.70481682
31135,9792043.555329848
31136,10961537.447612256
31137,4424604.22436947
31138,7155467.043768511
31139,3736686.197330267
31140,8085554.373054853
31141,7413087.022891749
31142,9040233.683517132
31143,5192410.251323383
31144,3633528.5663743704
31145,6173370.214828184
31146,6047909.86725521
31147,13188555.43907148
31148,5783790.146010039
31149,2198586.8864562707
31150,8118605.939082997
31151,5572495.54711174
31152,7602681.876276458
31153,5049813.989244973
31154,15037305.592770875
31155,6150398.295263352
31156,8904561.408762883
31157,3723009.24276423
31158,8652922.526533302
31159,5771969.8433443345
31160,4954408.745613581
31161,3442895.812944388
31162,4570009.265724804
31163,5218126.883659854
31164,5765480.827569515
31165,6132687.733378703
31166,5528974.792338313
31167,7615700.798455361
31168,11778876.97135049
31169,8414910.859563427
31170,5532952.437871039
31171,10133931.232956622
31172,5015337.049490605
31173,11168057.057482582
31174,9845088.405859437
31175,17504552.95269804
31176,4751045.410153175
31177,8031894.048433539
31178,4209253.7173483055
31179,4701637.5173611045
31180,4033120.0593108656
31181,7725302.945812235
31182,7399413.9600156145
31183,7704284.988488699
31184,5080199.084197689
31185,4104220.044562652
31186,8629664.257202005
31187,3420724.9873812282
31188,4839516.36882473
31189,5016020.120343402
31190,7324032.557878392
31191,12220940.26305016
31192,3619499.2754430305
31193,5157273.038818063
31194,10018848.957754167
31195,8319413.829673857
31196,4887151.059701477
31197,14906277.05277599
31198,5091830.881148312
31199,6184755.5726550445
31200,10112216.69988624
31201,3383442.6628763457
31202,3634450.5731291575
31203,6024039.943444809
31204,3458125.1072042016
31205,8009422.376344848
31206,5472814.524578741
31207,3940670.125997998
31208,4611491.330876213
31209,4167064.2583933882
31210,5325231.133766167
31211,8026958.734085517
31212,4801289.873029945
31213,10225619.202829765
31214,6438265.639834655
31215,4797338.219889844
31216,5444543.812923847
31217,7090918.734780287
31218,7947136.682201158
31219,3357289.095663204
31220,7442786.074165329
31221,3643842.21773991
31222,7443973.568949344
31223,9402082.356986955
31224,6917930.219331149
31225,11011667.360997315
31226,5901350.245841365
31227,9021164.797838198
31228,9197859.490928765
31229,4194696.480928027
31230,5201497.282948951
31231,3889619.4929923182
31232,6905100.37137779
31233,6047699.928271661
31234,6529179.474011142
31235,5197819.1708501475
31236,5658760.811393332
31237,10235390.775408898
31238,6206175.932842847
31239,12839614.75513645
31240,6310351.813944377
31241,5950675.094515892
31242,7043680.425834568
31243,3670741.949521737
31244,7070087.74657164
31245,7626015.303332483
31246,11980867.552309329
31247,5203620.366989521
31248,6845324.814809429
31249,9276597.91254801
31250,5349982.021559808
31251,6941143.391289949
31252,5945477.515399427
31253,8247663.018645322
31254,6023703.3543447135
31255,11951378.148048371
31256,6389104.7451352095
31257,5038472.711676224
31258,8184600.590969416
31259,11588854.032501485
31260,7655711.511858243
31261,24517055.244584255
31262,5442493.940973819
31263,5909490.615495854
31264,3768774.836531066
31265,10110666.574342236
31266,7179927.300568711
31267,3707247.4826835487
31268,4091019.782427529
31269,7267326.060445294
31270,4046761.4126923904
31271,5293645.793029204
31272,15601395.452246388
31273,6597990.165494516
31274,5713779.492078936
31275,6155730.117593341
31276,5326339.432906326
31277,4805772.914906627
31278,14061114.028875858
31279,14629245.942696165
31280,6921358.637759932
31281,6889982.80592348
31282,11609430.488372162
31283,5923450.886890397
31284,4782927.78872443
31285,5499914.270921699
31286,6832285.438064564
31287,9466253.003805183
31288,4262025.006203841
31289,8546705.813215755
31290,5582998.759505866
31291,5699328.2723870715
31292,3714198.8689819803
31293,6995365.660355212
31294,3868008.89929057
31295,18637314.181281812
31296,9606275.176831052
31297,7314799.328497514
31298,3551417.7968671015
31299,9266600.059570748
31300,6691061.554762421
31301,5945670.851650016
31302,5525705.138038127
31303,7817042.833611943
31304,6750652.60253926
31305,8213870.118692341
31306,2936231.2426445773
31307,5699549.275087163
31308,7784407.755201211
31309,8019243.133484511
31310,47466536.81554535
31311,4558960.364843054
31312,5250378.730938478
31313,13504630.293265298
31314,6101466.547807406
31315,9360085.32575535
31316,11307387.387008265
31317,17849860.60503448
31318,7873369.852034433
31319,6381623.822376279
31320,5749022.196268161
31321,7064134.078201474
31322,6994478.690023023
31323,7415974.7356435135
31324,7160588.703775322
31325,5754625.994464053
31326,5318218.22864644
31327,7421416.216039838
31328,13144718.911383346
31329,5160161.756656384
31330,11144108.17592871
31331,8005163.8714344725
31332,5176793.741156093
31333,4929211.296026489
31334,4097308.327766889
31335,6858421.427998657
31336,8075653.682492463
31337,6419788.031855725
31338,3925414.778966653
31339,4522062.537099788
31340,6844188.757806996
31341,9270680.532800946
31342,5540762.584287267
31343,3336814.351735942
31344,3898148.1075077085
31345,4671829.428426091
31346,3630624.274714078
31347,9952319.070528163
31348,10639715.937035121
31349,11280628.987088684
31350,3368965.5748662287
31351,5218186.731111467
31352,9125784.430726893
31353,4861416.719355849
31354,7014443.613721477
31355,8489579.10693894
31356,4237135.5468893945
31357,4886311.463672403
31358,2699571.3596181283
31359,6338851.213258017
31360,8522383.451966431
31361,4488077.581033942
31362,9425970.89823056
31363,5038516.745215671
31364,3975542.6593159353
31365,3359355.499000786
31366,6096385.500216562
31367,9517464.333000546
31368,5678742.036979507
31369,4387459.138202489
31370,9543263.963297714
31371,8064224.368330153
31372,7171322.139704066
31373,4974119.433346771
31374,5944070.8004642185
31375,5500443.498126198
31376,6176357.656164849
31377,9137598.331477826
31378,5463579.3839585
31379,31239180.491632078
31380,4524858.068250549
31381,7210946.812027713
31382,4814571.5750369765
31383,6844672.324968968
31384,21837686.109039538
31385,12007922.230177142
31386,9245273.605337275
31387,12445116.13097702
31388,4764088.758504719
31389,4240021.460273283
31390,7209194.967704583
31391,5074402.792016951
31392,12744324.525783483
31393,8329636.58917089
31394,5612620.838330946
31395,4043313.00478898
31396,8809344.570324361
31397,7304620.355405901
31398,2094810.6651367699
31399,12770952.382592112
31400,3978952.781151297
31401,10971657.419600777
31402,8851496.0910475
31403,4902531.802962311
31404,4604357.859718652
31405,3857773.0237405724
31406,5913434.650283542
31407,3300926.9313278394
31408,5968703.854058601
31409,3643287.0884805983
31410,11209844.542870022
31411,7242475.086095842
31412,9774724.970669888
31413,7061833.749924408
31414,4160747.5943118045
31415,15059680.951762255
31416,6087677.095861206
31417,5131256.435028304
31418,7730707.78987179
31419,8997498.883420087
31420,9432647.591365486
31421,6494224.777002637
31422,5565409.551931002
31423,7154890.252976123
31424,16899796.542773493
31425,5327690.235339304
31426,4415099.884864511
31427,6080072.340205101
31428,8614418.319515526
31429,13804590.694007361
31430,4698530.5045138225
31431,5154178.451746615
31432,4569578.744416227
31433,5782413.771876477
31434,3736707.0978432554
31435,10309029.204777569
31436,9169724.383951232
31437,11875448.287732113
31438,9406109.859492699
31439,7245877.944322779
31440,6463743.145159632
31441,6829731.306556306
31442,7244010.634831108
31443,11839715.365956046
31444,5914305.110840209
31445,8769041.21420224
31446,13238851.303141288
31447,6354392.482073264
31448,7619104.879461721
31449,7643414.849653358
31450,6423231.767262351
31451,7714616.039612809
31452,11754744.162394471
31453,2515951.375378608
31454,5699298.804552034
31455,7316413.177802941
31456,4904898.351863405
31457,4789205.001567317
31458,16647004.33606638
31459,7335784.776901688
31460,4927621.47329439
31461,4624204.4909621645
31462,3444560.2046961826
31463,5119735.647189133
31464,7566975.673766572
31465,4872550.15005032
31466,46808951.260319
31467,3246109.9464812074
31468,13055899.386730958
31469,4826485.966018453
31470,5028365.730990897
31471,12459602.013279034
31472,2676814.396550552
31473,7009808.57975759
31474,3636959.012661855
31475,7298263.62575171
31476,22282650.764956705
31477,6546230.139792012
31478,4891959.524093632
31479,6103028.660600331
31480,9126385.881145103
31481,8128149.2075087335
31482,8986932.912994634
31483,9214373.93946978
31484,6240014.332016068
31485,3347558.773375488
31486,2765266.2266178457
31487,4638021.293775395
31488,13696871.989108212
31489,6858343.61909266
31490,4209610.7947570495
31491,5250640.859604874
31492,7660766.264128782
31493,8644459.32618849
31494,5199750.674889544
31495,4836471.145879917
31496,7198956.5463507585
31497,4516369.202794079
31498,5664367.741774458
31499,10484499.459227271
31500,9967201.77918002
31501,8549781.690581983
31502,10169364.964853153
31503,5283701.713778498
31504,9563563.475287985
31505,17463497.842228442
31506,7124700.010552216
31507,5925003.224856349
31508,6165949.463427984
31509,5316100.76668138
31510,4670554.109752422
31511,4837362.010929012
31512,5730488.411687536
31513,20015912.333146676
31514,23363203.89152719
31515,2338114.9145063935
31516,13984093.102751391
31517,5788284.201341052
31518,6745994.063868108
31519,5474606.538788738
31520,5390940.5223790575
31521,4792558.885092462
31522,4233368.659439998
31523,6590770.42209156
31524,8483368.804486237
31525,9667299.648238057
31526,5545664.135522883
31527,7000767.489291412
31528,4517855.037676489
31529,6093493.287188448
31530,6157706.092027753
31531,8515868.50019659
31532,5466230.354027994
31533,13441673.794872241
31534,7512806.25546314
31535,9492269.995437274
31536,7314710.893518083
31537,4097151.6484539825
31538,4747234.035206109
31539,3559118.2909059925
31540,8913830.330973234
31541,2750899.0391625473
31542,5353126.549755182
31543,3484869.1739542363
31544,4866490.4983825125
31545,7191390.052371804
31546,11969146.781113861
31547,5601718.00507742
31548,5611282.339934416
31549,5203204.925803849
31550,5482590.507044629
31551,5257214.974849474
31552,6872515.980321631
31553,6299567.382744312
31554,8541785.281387113
31555,3899446.040374164
31556,7549223.75827449
31557,5131251.475115975
31558,9423598.725339036
31559,2766215.9571002857
31560,7930218.831522836
31561,6572864.690089829
31562,28477676.531473957
31563,3543034.0198898194
31564,7774804.430800982
31565,8413142.349827398
31566,5374659.695618095
31567,17190429.30209898
31568,6308130.210824601
31569,7060727.219435813
31570,6572581.584314519
31571,5787817.470485963
31572,3454646.984072161
31573,5754728.420017579
31574,9877622.246921858
31575,5359015.335786229
31576,6792035.391859926
31577,4675126.825216527
31578,8100516.508673346
31579,5192594.357096961
31580,6972658.911069376
31581,4949117.27748896
31582,5872034.309763588
31583,7745498.070102048
31584,4146809.708343139
31585,6361779.286469165
31586,12253761.72133786
31587,12221389.164436355
31588,8313159.096645251
31589,3450302.2689683666
31590,5722195.622294763
31591,6542141.599835863
31592,7726435.061810762
31593,7403030.392984342
31594,7524973.58732011
31595,5207781.066505298
31596,3539437.6709796926
31597,5267843.783955662
31598,3571966.5899438965
31599,6414630.998805643
31600,6762384.102920797
31601,13185733.16073493
31602,4961899.706956059
31603,13863462.863333147
31604,4106127.0906698024
31605,4925311.267578112
31606,6150971.867329908
31607,7786447.760729253
31608,5026984.144310648
31609,5255611.554428484
31610,7230724.042608509
31611,5042919.592517136
31612,5451063.663318513
31613,4695564.911012892
31614,14386788.00955056
31615,9631838.955060646
31616,11226563.156441748
31617,4462107.2103967415
31618,6863825.5499082105
31619,10573715.233948667
31620,4142057.438836919
31621,5613858.574282827
31622,31580879.375277687
31623,9994427.098648474
31624,4781053.490957628
31625,9295558.71214613
31626,5311904.594871219
31627,6746718.619792034
31628,9977975.78445477
31629,9746859.25009718
31630,3769332.8405871773
31631,5620131.8161936905
31632,18991133.03610766
31633,4770376.966689762
31634,8208373.567297192
31635,12474942.058282487
31636,5721516.749881531
31637,5110570.491558381
31638,7851557.597002018
31639,3518827.8443893464
31640,9893038.052204352
31641,3732661.6918496946
31642,2957236.7556719333
31643,6080151.562542271
31644,12019220.18333485
31645,5425429.159573037
31646,8635770.084809002
31647,5264534.603068329
31648,10612700.556692801
31649,5142254.392217271
31650,5606947.2949489355
31651,12932480.844180398
31652,5300141.812638847
31653,5387072.3878248185
31654,5080312.291217851
31655,4079276.250995812
31656,21395087.16117098
31657,6561783.750320282
31658,4173200.6387362657
31659,6869820.216819692
31660,4919580.203390434
31661,4985675.618988281
31662,6744720.158211216
31663,3739009.240819266
31664,3482210.1363717755
31665,4099639.5149924345
31666,5510128.806294747
31667,8100008.321459189
31668,9595057.028098756
31669,12659655.317852609
31670,6529428.567017825
31671,5688730.5903528
31672,7664259.893416869
31673,7762351.093181759
31674,8678453.452203939
31675,7661602.450873185
31676,7948199.980104577
31677,4681495.627964325
31678,4392795.934831316
31679,7589160.229427219
31680,6888528.350543393
31681,5993101.251362255
31682,3274968.329596598
31683,6369554.365320102
31684,4729502.491142085
31685,3471343.712274992
31686,10470672.957851304
31687,10061803.761569642
31688,10131004.187661815
31689,3710121.26330272
31690,7222936.250048073
31691,3550718.771824916
31692,3707042.3705206155
31693,6885457.091216154
31694,5927054.485508278
31695,6838352.264886247
31696,3330549.6442784304
31697,4754215.702659115
31698,3275125.6806486556
31699,5338362.459554264
31700,5307194.816019431
31701,8471869.486528873
31702,5749481.060852701
31703,8285650.73732673
31704,5607684.675458167
31705,9438511.02792787
31706,5401485.54684554
31707,11741852.325113486
31708,8374850.783750964
31709,4928754.314588333
31710,10182974.603926077
31711,6983085.546500717
31712,8498887.418723185
31713,5160835.686922325
31714,5363794.901295288
31715,5095349.282919464
31716,6093473.701551892
31717,10296235.498446807
31718,4788588.013246361
31719,6933333.785988547
31720,4420306.7081626
31721,4630224.338870514
31722,5952187.084548127
31723,5167057.419505468
31724,5494525.997137552
31725,4992920.75253745
31726,12157942.872148497
31727,7349272.46853224
31728,4561686.354228089
31729,7643356.002570124
